# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Apr 23 19:49:13 2017
#
# CONSTRAINT:  where (pl_radj not null
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj
1653,Kepler-1569,b,Transit,1,5.79180156,,,,,,0.150
1654,Kepler-157,b,Transit,3,1.73234200,0.028000,,,,,0.118
1655,Kepler-157,c,Transit,3,13.54050000,0.110000,,,,,0.200
1656,Kepler-157,d,Transit,3,7.02573474,,,,,,0.130
1657,Kepler-1570,b,Transit,1,26.54895500,,,,,,0.095
1658,Kepler-1571,b,Transit,1,3.38555488,,,,,,0.136
1659,Kepler-1572,b,Transit,1,5.49548621,,,,,,0.084
1660,Kepler-1573,b,Transit,1,2.61575540,,,,,,0.107
1661,Kepler-1574,b,Transit,1,6.94243340,,,,,,0.115
1662,Kepler-1575,b,Transit,1,2.55314213,,,,,,0.117
1663,Kepler-1576,b,Transit,1,6.98471973,,,,,,0.093
1664,Kepler-1577,b,Transit,1,6.30560247,,,,,,0.101
1665,Kepler-1578,b,Transit,1,1.45088691,,,,,,0.093
1666,Kepler-1579,b,Transit,1,0.84990789,,,,,,0.075
1667,Kepler-158,b,Transit,2,16.70918400,0.111000,,,,,0.189
1668,Kepler-158,c,Transit,2,28.55138300,0.158000,,,,,0.170
1669,Kepler-1580,b,Transit,1,56.64492790,,,,,,0.188
1670,Kepler-1581,b,Transit,1,6.28385491,,,,,,0.071
1671,Kepler-1582,b,Transit,1,4.83817712,,,,,,0.133
1672,Kepler-1583,b,Transit,1,9.32807355,,,,,,0.054
1673,Kepler-1584,b,Transit,1,13.39970990,,,,,,0.144
1674,Kepler-1585,b,Transit,1,3.58274630,,,,,,0.160
1675,Kepler-1586,b,Transit,1,15.60492120,,,,,,0.136
1676,Kepler-1587,b,Transit,1,9.40604670,,,,,,0.119
1677,Kepler-1588,b,Transit,1,7.84931739,,,,,,0.068
1678,Kepler-1589,b,Transit,1,0.99166527,,,,,,0.097
1679,Kepler-159,b,Transit,2,10.13962300,0.082000,,,,,0.212
1680,Kepler-159,c,Transit,2,43.59579200,0.218000,,,,,0.304
1681,Kepler-1590,b,Transit,1,7.61760804,,,,,,0.102
1682,Kepler-1591,b,Transit,1,8.18504949,,,,,,0.113
1683,Kepler-1592,b,Transit,1,3.05710069,,,,,,0.137
1684,Kepler-1593,b,Transit,1,174.50983500,,,,,,0.283
1685,Kepler-1594,b,Transit,1,2.71603809,,,,,,0.095
1686,Kepler-1595,b,Transit,1,4.56380468,,,,,,0.110
1687,Kepler-1596,b,Transit,1,66.37337900,,,,,,0.170
1688,Kepler-1597,b,Transit,1,2.94654179,,,,,,0.095
1689,Kepler-1598,b,Transit,1,4.34195123,,,,,,0.085
1690,Kepler-1599,b,Transit,1,122.36355300,,,,,,0.145
1691,Kepler-16,b,Transit,1,228.77600000,0.704800,0.006900,90.032,0.33300,Mass,0.754
1692,Kepler-160,b,Transit,2,4.30942700,0.050000,,,,,0.137
1693,Kepler-160,c,Transit,2,13.69908700,0.109000,,,,,0.322
1694,Kepler-1600,b,Transit,1,386.37054800,,,,,,0.279
1695,Kepler-1601,b,Transit,1,2.20921951,,,,,,0.073
1696,Kepler-1602,b,Transit,1,11.17931605,,,,,,0.120
1697,Kepler-1603,b,Transit,1,2.27163926,,,,,,0.115
1698,Kepler-1604,b,Transit,1,0.68368426,,,,,,0.126
1699,Kepler-1605,b,Transit,1,85.75654950,,,,,,0.096
1700,Kepler-1606,b,Transit,1,196.43522400,,,,,,0.185
1701,Kepler-1607,b,Transit,1,13.64736760,,,,,,0.082
1702,Kepler-1608,b,Transit,1,16.47356860,,,,,,0.154
1703,Kepler-1609,b,Transit,1,114.34219000,,,,,,0.198
1704,Kepler-161,b,Transit,2,4.92135500,0.054000,,,,,0.189
1705,Kepler-161,c,Transit,2,7.06424000,0.068000,,,,,0.183
1706,Kepler-1610,b,Transit,1,8.70181574,,,,,,0.144
1707,Kepler-1611,b,Transit,1,5.17624290,,,,,,0.072
1708,Kepler-1612,b,Transit,1,3.91795101,,,,,,0.092
1709,Kepler-1613,b,Transit,1,1.51842990,,,,,,0.186
1710,Kepler-1614,b,Transit,1,3.94661410,,,,,,0.133
1711,Kepler-1615,b,Transit,1,47.31261920,,,,,,0.184
1712,Kepler-1616,b,Transit,1,6.76284377,,,,,,0.091
1713,Kepler-1617,b,Transit,1,27.47855720,,,,,,0.107
1714,Kepler-1618,b,Transit,1,6.10826019,,,,,,0.112
1715,Kepler-1619,b,Transit,1,23.62259130,,,,,,0.068
1716,Kepler-162,b,Transit,2,6.91979800,0.069000,,,,,0.112
1717,Kepler-162,c,Transit,2,19.44635500,0.137000,,,,,0.270
1718,Kepler-1620,b,Transit,1,101.95182900,,,,,,0.144
1719,Kepler-1621,b,Transit,1,92.26371400,,,,,,0.193
1720,Kepler-1622,b,Transit,1,10.81187370,,,,,,0.131
1721,Kepler-1623,b,Transit,1,4.36128348,,,,,,0.117
1722,Kepler-1624,b,Transit,1,3.29030452,,,,,,0.509
1723,Kepler-1625,b,Transit,1,287.37894900,,,,,,0.541
1724,Kepler-1626,b,Transit,1,4.13962966,,,,,,0.180
1725,Kepler-1627,b,Transit,1,7.20283653,,,,,,0.329
1726,Kepler-1628,b,Transit,1,76.37803300,,,,,,0.574
1727,Kepler-1629,b,Transit,1,3.87595807,,,,,,0.069
1728,Kepler-163,b,Transit,2,7.81093700,0.078000,,,,,0.094
1729,Kepler-163,c,Transit,2,21.34726200,0.152000,,,,,0.202
1730,Kepler-1630,b,Transit,1,509.99740200,,,,,,0.195
1731,Kepler-1631,b,Transit,1,4.09513932,,,,,,0.120
1732,Kepler-1632,b,Transit,1,448.30355800,,,,,,0.220
1733,Kepler-1633,b,Transit,1,186.40427100,,,,,,0.141
1734,Kepler-1634,b,Transit,1,374.87623900,,,,,,0.285
1735,Kepler-1635,b,Transit,1,469.63111000,,,,,,0.325
1736,Kepler-1636,b,Transit,1,425.47785000,,,,,,0.288
1737,Kepler-1637,b,Transit,1,6.10960324,,,,,,0.079
1738,Kepler-1638,b,Transit,1,259.33683000,,,,,,0.167
1739,Kepler-1639,b,Transit,1,9.87848200,,,,,,0.230
1740,Kepler-164,b,Transit,3,5.03503000,0.058000,,,,,0.126
1741,Kepler-164,c,Transit,3,10.94572300,0.097000,,,,,0.244
1742,Kepler-164,d,Transit,3,28.98676900,0.187000,,,,,0.219
1743,Kepler-1640,b,Transit,1,7.58441260,,,,,,0.430
1744,Kepler-1641,b,Transit,2,19.67226600,,,,,,0.277
1745,Kepler-1641,c,Transit,2,32.65721200,,,,,,0.263
1746,Kepler-1642,b,Transit,2,12.20575130,,,,,,0.285
1747,Kepler-1642,c,Transit,2,6.65138020,,,,,,0.237
1748,Kepler-1643,b,Transit,1,5.34264507,,,,,,0.205
1749,Kepler-1644,b,Transit,1,21.09077580,,,,,,0.168
1750,Kepler-1645,b,Transit,1,16.17795610,,,,,,0.159
1751,Kepler-1646,b,Transit,1,4.48558383,,,,,,0.110
1752,Kepler-1647,b,Transit,1,1107.59230000,2.720500,0.058100,90.097,1.51968,Mass,1.059
1753,Kepler-165,b,Transit,2,8.18084800,0.072000,,,,,0.207
1754,Kepler-165,c,Transit,2,15.31299000,0.110000,,,,,0.199
1755,Kepler-166,b,Transit,3,7.65025400,0.072000,,,,,0.203
1756,Kepler-166,c,Transit,3,34.26028100,0.195000,,,,,0.212
1757,Kepler-166,d,Transit,3,1.55400393,,,,,,0.154
1758,Kepler-167,b,Transit,4,4.39316320,0.048300,0.000000,89.330,,,0.144
1759,Kepler-167,c,Transit,4,7.40611400,0.068400,0.000000,89.300,,,0.138
1760,Kepler-167,d,Transit,4,21.80385500,0.140500,0.120000,89.352,,,0.107
1761,Kepler-167,e,Transit,4,1071.23228000,1.890000,0.062000,89.976,,,0.906
1762,Kepler-168,b,Transit,2,4.42539100,0.056000,,,,,0.130
1763,Kepler-168,c,Transit,2,13.19324200,0.116000,,,,,0.240
1764,Kepler-169,b,Transit,5,3.25061900,0.040000,,,,,0.101
1765,Kepler-169,c,Transit,5,6.19546900,0.062000,,,,,0.108
1766,Kepler-169,d,Transit,5,8.34812500,0.075000,,,,,0.112
1767,Kepler-169,e,Transit,5,13.76710200,0.105000,,,,,0.196
1768,Kepler-169,f,Transit,5,87.09019500,0.359000,,,,,0.230
1769,Kepler-17,b,Transit,1,1.48571080,0.025910,0.011000,87.200,2.45000,Mass,1.310
1770,Kepler-170,b,Transit,2,7.93059200,0.080000,,,,,0.285
1771,Kepler-170,c,Transit,2,16.66586300,0.131000,,,,,0.255
1772,Kepler-171,b,Transit,3,4.16697200,0.050000,,,,,0.209
1773,Kepler-171,c,Transit,3,11.46346200,0.098000,,,,,0.228
1774,Kepler-171,d,Transit,3,39.59551900,0.223000,,,,,0.169
1775,Kepler-172,b,Transit,4,2.94030900,0.040000,,,,,0.210
1776,Kepler-172,c,Transit,4,6.38899600,0.068000,,,,,0.255
1777,Kepler-172,d,Transit,4,14.62711900,0.118000,,,,,0.201
1778,Kepler-172,e,Transit,4,35.11873600,0.211000,,,,,0.246
1779,Kepler-173,b,Transit,2,4.26374200,0.048000,,,,,0.115
1780,Kepler-173,c,Transit,2,8.00577700,0.074000,,,,,0.217
1781,Kepler-174,b,Transit,3,13.98179000,0.100000,,,,,0.175
1782,Kepler-174,c,Transit,3,44.00052900,0.214000,,,,,0.133
1783,Kepler-174,d,Transit,3,247.35373000,0.677000,,,,,0.195
1784,Kepler-175,b,Transit,2,11.90351500,0.105000,,,,,0.228
1785,Kepler-175,c,Transit,2,34.03525700,0.213000,,,,,0.277
1786,Kepler-176,b,Transit,4,5.43307400,0.058000,,,,,0.128
1787,Kepler-176,c,Transit,4,12.75971200,0.102000,,,,,0.232
1788,Kepler-176,d,Transit,4,25.75197400,0.163000,,,,,0.224
1789,Kepler-176,e,Transit,4,51.16579000,,,,,,0.129
1790,Kepler-177,b,Transit,2,36.85500000,,,,0.00600,Mass,0.259
1791,Kepler-177,c,Transit,2,49.41200000,,,,0.02400,Mass,0.633
1792,Kepler-178,b,Transit,3,9.57669400,0.085000,,,,,0.259
1793,Kepler-178,c,Transit,3,20.55280200,0.142000,,,,,0.257
1794,Kepler-178,d,Transit,3,96.67898800,0.397000,,,,,0.352
1795,Kepler-179,b,Transit,2,2.73592600,0.036000,,,,,0.146
1796,Kepler-179,c,Transit,2,6.40013000,0.064000,,,,,0.178
1797,Kepler-18,b,Transit,3,3.50472500,0.044700,0.000000,84.920,0.02200,Mass,0.178
1798,Kepler-18,c,Transit,3,7.64159000,0.075200,0.000000,87.680,0.05400,Mass,0.490
1799,Kepler-18,d,Transit,3,14.85888000,0.117200,0.000000,88.070,0.05200,Mass,0.623
1800,Kepler-180,b,Transit,2,13.81712400,0.109000,,,,,0.134
1801,Kepler-180,c,Transit,2,41.88577500,0.229000,,,,,0.269
1802,Kepler-181,b,Transit,2,3.13787300,0.040000,,,,,0.113
1803,Kepler-181,c,Transit,2,4.30214900,0.049000,,,,,0.178
1804,Kepler-182,b,Transit,2,9.82579200,0.096000,,,,,0.230
1805,Kepler-182,c,Transit,2,20.68434200,0.157000,,,,,0.306
1806,Kepler-183,b,Transit,2,5.68794500,0.064000,,,,,0.184
1807,Kepler-183,c,Transit,2,11.63707100,0.103000,,,,,0.203
1808,Kepler-184,b,Transit,3,10.68757600,0.092000,,,,,0.211
1809,Kepler-184,c,Transit,3,20.30300500,0.141000,,,,,0.176
1810,Kepler-184,d,Transit,3,29.02235800,0.179000,,,,,0.222
1811,Kepler-185,b,Transit,2,1.63290000,0.026000,,,,,0.104
1812,Kepler-185,c,Transit,2,20.72904200,0.139000,,,,,0.180
1813,Kepler-186,b,Transit,5,3.88679070,0.034300,,,,,0.095
1814,Kepler-186,c,Transit,5,7.26730200,0.045100,,,,,0.112
1815,Kepler-186,d,Transit,5,13.34299600,0.078100,,,,,0.125
1816,Kepler-186,e,Transit,5,22.40770400,0.110000,,,,,0.113
1817,Kepler-186,f,Transit,5,129.94410000,0.432000,0.040000,89.960,,,0.104
1818,Kepler-187,b,Transit,2,4.93886400,0.059000,,,,,0.126
1819,Kepler-187,c,Transit,2,10.64026300,0.099000,,,,,0.238
1820,Kepler-188,b,Transit,2,2.06189700,0.032000,,,,,0.150
1821,Kepler-188,c,Transit,2,5.99655300,0.066000,,,,,0.285
1822,Kepler-189,b,Transit,2,10.39993100,0.088000,,,,,0.108
1823,Kepler-189,c,Transit,2,20.13486600,0.137000,,,,,0.212
1827,Kepler-190,b,Transit,2,2.01999900,0.030000,,,,,0.139
1828,Kepler-190,c,Transit,2,3.76302400,0.045000,,,,,0.130
1829,Kepler-191,b,Transit,3,9.93963200,0.087000,,,,,0.120
1830,Kepler-191,c,Transit,3,17.73850600,0.128000,,,,,0.166
1831,Kepler-191,d,Transit,3,5.94504102,,,,,,0.203
1832,Kepler-192,b,Transit,3,9.92674600,0.090000,,,,,0.244
1833,Kepler-192,c,Transit,3,21.22340000,0.150000,,,,,0.249
1834,Kepler-192,d,Transit,3,6.47027579,,,,,,0.091
1835,Kepler-193,b,Transit,2,11.38848000,0.106000,,,,,0.213
1836,Kepler-193,c,Transit,2,50.69749400,0.286000,,,,,0.245
1837,Kepler-194,b,Transit,3,2.09228100,0.032000,,,,,0.135
1838,Kepler-194,c,Transit,3,17.30803200,0.131000,,,,,0.231
1839,Kepler-194,d,Transit,3,52.81497300,0.275000,,,,,0.214
1840,Kepler-195,b,Transit,2,8.30787200,0.077000,,,,,0.181
1841,Kepler-195,c,Transit,2,34.09686300,0.197000,,,,,0.138
1842,Kepler-196,b,Transit,2,20.73988600,0.138000,,,,,0.170
1843,Kepler-196,c,Transit,2,47.42773700,0.240000,,,,,0.200
1844,Kepler-197,b,Transit,4,5.59930800,0.060000,,,,,0.091
1845,Kepler-197,c,Transit,4,10.34969500,0.090000,,,,,0.110
1846,Kepler-197,d,Transit,4,15.67756300,0.119000,,,,,0.109
1847,Kepler-197,e,Transit,4,25.20971500,0.164000,,,,,0.081
1848,Kepler-198,b,Transit,3,17.79003700,0.131000,,,,,0.252
1849,Kepler-198,c,Transit,3,49.56741600,0.259000,,,,,0.220
1850,Kepler-198,d,Transit,3,1.31184443,,,,,,0.136
1851,Kepler-199,b,Transit,2,23.63760400,0.158000,,,,,0.277
1852,Kepler-199,c,Transit,2,67.09340800,0.316000,,,,,0.290
1853,Kepler-20,b,Transit,6,3.69611525,0.046300,0.030000,87.355,0.03052,Mass,0.167
1854,Kepler-20,c,Transit,6,10.85409089,0.094900,0.160000,89.815,0.04012,Mass,0.272
1855,Kepler-20,d,Transit,6,77.61130017,0.350600,,89.708,0.03168,Mass,0.245
1856,Kepler-20,e,Transit,6,6.09852281,0.063900,,87.632,,,0.077
1857,Kepler-20,f,Transit,6,19.57758478,0.139600,,88.788,,,0.089
1859,Kepler-200,b,Transit,2,8.59480500,0.080000,,,,,0.190
1860,Kepler-200,c,Transit,2,10.22215700,0.090000,,,,,0.142
1861,Kepler-201,b,Transit,2,25.67208300,0.175000,,,,,0.219
1862,Kepler-201,c,Transit,2,151.88405800,0.573000,,,,,0.254
1863,Kepler-202,b,Transit,2,4.06942700,0.045000,,,,,0.145
1864,Kepler-202,c,Transit,2,16.28249300,0.113000,,,,,0.165
1865,Kepler-203,b,Transit,3,3.16269700,0.043000,,,,,0.229
1866,Kepler-203,c,Transit,3,5.37064700,0.061000,,,,,0.220
1867,Kepler-203,d,Transit,3,11.32972000,0.100000,,,,,0.128
1868,Kepler-204,b,Transit,2,14.40097400,0.117000,,,,,0.226
1869,Kepler-204,c,Transit,2,25.66059300,0.173000,,,,,0.160
1870,Kepler-205,b,Transit,2,2.75564000,0.032000,,,,,0.135
1871,Kepler-205,c,Transit,2,20.30654600,0.122000,,,,,0.146
1872,Kepler-206,b,Transit,3,7.78198700,0.078000,,,,,0.107
1873,Kepler-206,c,Transit,3,13.13747100,0.111000,,,,,0.158
1874,Kepler-206,d,Transit,3,23.44281000,0.163000,,,,,0.106
1875,Kepler-207,b,Transit,3,1.61186500,0.029000,,,,,0.140
1876,Kepler-207,c,Transit,3,3.07157100,0.044000,,,,,0.134
1877,Kepler-207,d,Transit,3,5.86807500,0.068000,,,,,0.295
1878,Kepler-208,b,Transit,4,4.22864000,0.054000,,,,,0.145
1879,Kepler-208,c,Transit,4,7.46662300,0.079000,,,,,0.124
1880,Kepler-208,d,Transit,4,11.13178600,0.103000,,,,,0.107
1881,Kepler-208,e,Transit,4,16.25945800,0.132000,,,,,0.132
1882,Kepler-209,b,Transit,2,16.08784500,0.122000,,,,,0.202
1883,Kepler-209,c,Transit,2,41.74988200,0.231000,,,,,0.277
1884,Kepler-21,b,Transit,1,2.78578000,0.042717,0.020000,83.200,0.01598,Mass,0.146
1885,Kepler-210,b,Transit,2,2.45323400,0.032000,,,,,0.262
1886,Kepler-210,c,Transit,2,7.97251300,0.070000,,,,,0.323
1887,Kepler-211,b,Transit,2,4.13857500,0.048000,,,,,0.112
1888,Kepler-211,c,Transit,2,6.04045000,0.062000,,,,,0.115
1889,Kepler-212,b,Transit,2,16.25758200,0.133000,,,,,0.097
1890,Kepler-212,c,Transit,2,31.80517400,0.207000,,,,,0.244
1891,Kepler-213,b,Transit,2,2.46236000,0.036000,,,,,0.145
1892,Kepler-213,c,Transit,2,4.82296200,0.057000,,,,,0.209
1893,Kepler-214,b,Transit,2,15.66054400,0.130000,,,,,0.233
1894,Kepler-214,c,Transit,2,28.77980000,0.194000,,,,,0.190
1895,Kepler-215,b,Transit,4,9.36067200,0.084000,,,,,0.145
1896,Kepler-215,c,Transit,4,14.66710800,0.113000,,,,,0.158
1897,Kepler-215,d,Transit,4,30.86442300,0.185000,,,,,0.213
1898,Kepler-215,e,Transit,4,68.16101000,0.314000,,,,,0.156
1899,Kepler-216,b,Transit,2,7.69364100,0.079000,,,,,0.210
1900,Kepler-216,c,Transit,2,17.40666900,0.136000,,,,,0.271
1901,Kepler-217,b,Transit,3,5.37494300,0.065000,,,,,0.199
1902,Kepler-217,c,Transit,3,8.58600400,0.089000,,,,,0.165
1903,Kepler-217,d,Transit,3,3.88689525,,,,,,0.118
1904,Kepler-218,b,Transit,3,3.61933700,0.046000,,,,,0.132
1905,Kepler-218,c,Transit,3,44.69957600,0.248000,,,,,0.280
1906,Kepler-218,d,Transit,3,124.52446470,,,,,,0.237
1907,Kepler-219,b,Transit,3,4.58551200,0.057000,,,,,0.263
1908,Kepler-219,c,Transit,3,22.71461300,0.165000,,,,,0.319
1909,Kepler-219,d,Transit,3,47.90364500,0.272000,,,,,0.251
1910,Kepler-22,b,Transit,1,289.86230000,0.849000,0.000000,89.764,0.11300,Mass,0.212
1911,Kepler-220,b,Transit,4,4.15980700,0.046000,,,,,0.072
1912,Kepler-220,c,Transit,4,9.03419900,0.076000,,,,,0.140
1913,Kepler-220,d,Transit,4,28.12239700,0.163000,,,,,0.087
1914,Kepler-220,e,Transit,4,45.90273300,0.226000,,,,,0.119
1915,Kepler-221,b,Transit,4,2.79590600,0.037000,,,,,0.153
1916,Kepler-221,c,Transit,4,5.69058600,0.059000,,,,,0.261
1917,Kepler-221,d,Transit,4,10.04156000,0.087000,,,,,0.244
1918,Kepler-221,e,Transit,4,18.36991700,0.130000,,,,,0.235
1919,Kepler-222,b,Transit,3,3.93698100,0.048000,,,,,0.282
1920,Kepler-222,c,Transit,3,10.08881000,0.091000,,,,,0.414
1921,Kepler-222,d,Transit,3,28.08191200,0.180000,,,,,0.329
1922,Kepler-223,b,Transit,4,7.38449000,,0.078000,90.000,0.02328,Mass,0.267
1923,Kepler-223,c,Transit,4,9.84564000,,0.150000,90.000,0.01605,Mass,0.307
1924,Kepler-223,d,Transit,4,14.78869000,,0.037000,87.940,0.02517,Mass,0.467
1925,Kepler-223,e,Transit,4,19.72567000,,0.051000,88.000,0.01510,Mass,0.410
1926,Kepler-224,b,Transit,4,3.13292400,0.038000,,,,,0.124
1927,Kepler-224,c,Transit,4,5.92500300,0.058000,,,,,0.278
1928,Kepler-224,d,Transit,4,11.34939300,0.089000,,,,,0.205
1929,Kepler-224,e,Transit,4,18.64357700,0.124000,,,,,0.176
1930,Kepler-225,b,Transit,2,6.73897500,0.056000,,,,,0.107
1931,Kepler-225,c,Transit,2,18.79423400,0.111000,,,,,0.164
1932,Kepler-226,b,Transit,3,3.94099700,0.047000,,,,,0.138
1933,Kepler-226,c,Transit,3,5.34955500,0.058000,,,,,0.203
1934,Kepler-226,d,Transit,3,8.10904400,0.076000,,,,,0.109
1935,Kepler-227,b,Transit,2,9.48801500,0.090000,,,,,0.277
1936,Kepler-227,c,Transit,2,54.41869400,0.290000,,,,,0.271
1937,Kepler-228,b,Transit,3,2.56654600,0.038000,,,,,0.136
1938,Kepler-228,c,Transit,3,4.13444400,0.052000,,,,,0.241
1939,Kepler-228,d,Transit,3,11.09428600,0.101000,,,,,0.360
1940,Kepler-229,b,Transit,3,6.25297200,0.062000,,,,,0.196
1941,Kepler-229,c,Transit,3,16.06863800,0.117000,,,,,0.439
1942,Kepler-229,d,Transit,3,41.19491200,0.220000,,,,,0.343
1943,Kepler-23,b,Transit,3,7.10730000,0.075000,,,0.80000,Mass,0.170
1944,Kepler-23,c,Transit,3,10.74210000,0.099000,,,2.70000,Mass,0.285
1945,Kepler-23,d,Transit,3,15.27429900,0.124000,,,,,0.196
1946,Kepler-230,b,Transit,2,32.62555500,0.191000,,,,,0.380
1947,Kepler-230,c,Transit,2,91.77324200,0.380000,,,,,0.182
1948,Kepler-231,b,Transit,2,10.06527500,0.074000,,,,,0.154
1949,Kepler-231,c,Transit,2,19.27156600,0.114000,,,,,0.172
1950,Kepler-232,b,Transit,2,4.43122200,0.054000,,,,,0.275
1951,Kepler-232,c,Transit,2,11.37934900,0.101000,,,,,0.342
1952,Kepler-233,b,Transit,2,8.47238200,0.077000,,,,,0.217
1953,Kepler-233,c,Transit,2,60.41895500,0.287000,,,,,0.242
1954,Kepler-234,b,Transit,2,2.71150600,0.040000,,,,,0.330
1955,Kepler-234,c,Transit,2,7.21205000,0.077000,,,,,0.313
1956,Kepler-235,b,Transit,4,3.34022200,0.037000,,,,,0.199
1957,Kepler-235,c,Transit,4,7.82490400,0.065000,,,,,0.114
1958,Kepler-235,d,Transit,4,20.06054800,0.122000,,,,,0.183
1959,Kepler-235,e,Transit,4,46.18366900,0.213000,,,,,0.198
1960,Kepler-236,b,Transit,2,8.29561100,0.065000,,,,,0.140
1961,Kepler-236,c,Transit,2,23.96812700,0.132000,,,,,0.178
1962,Kepler-237,b,Transit,2,4.71510600,0.050000,,,,,0.126
1963,Kepler-237,c,Transit,2,8.10363600,0.071000,,,,,0.186
1964,Kepler-238,b,Transit,5,2.09087600,0.034000,,,,,0.154
1965,Kepler-238,c,Transit,5,6.15555700,0.069000,,,,,0.213
1966,Kepler-238,d,Transit,5,13.23354900,0.115000,,,,,0.274
1967,Kepler-238,e,Transit,5,23.65400000,,,,0.53400,Mass,0.500
1968,Kepler-238,f,Transit,5,50.44700000,,,,0.04200,Mass,0.178
1969,Kepler-239,b,Transit,2,11.76305100,0.095000,,,,,0.208
1970,Kepler-239,c,Transit,2,56.22809800,0.268000,,,,,0.224
1971,Kepler-24,b,Transit,4,8.14530000,0.080000,,,1.60000,Mass,0.214
1972,Kepler-24,c,Transit,4,12.33350000,0.106000,,,1.60000,Mass,0.250
1973,Kepler-24,d,Transit,4,4.24438400,0.051000,,,,,0.149
1974,Kepler-24,e,Transit,4,18.99835500,0.138000,,,,,0.248
1975,Kepler-240,b,Transit,2,4.14449500,0.048000,,,,,0.122
1976,Kepler-240,c,Transit,2,7.95352800,0.074000,,,,,0.196
1977,Kepler-241,b,Transit,2,12.71809200,0.094000,,,,,0.208
1978,Kepler-241,c,Transit,2,36.06597800,0.189000,,,,,0.229
1979,Kepler-242,b,Transit,2,8.20395000,0.075000,,,,,0.233
1980,Kepler-242,c,Transit,2,14.49648100,0.109000,,,,,0.178
1981,Kepler-243,b,Transit,2,5.71544200,0.062000,,,,,0.219
1982,Kepler-243,c,Transit,2,20.02621800,0.142000,,,,,0.178
1983,Kepler-244,b,Transit,3,4.31179200,0.050000,,,,,0.246
1984,Kepler-244,c,Transit,3,9.76729200,0.087000,,,,,0.183
1985,Kepler-244,d,Transit,3,20.05040100,0.140000,,,,,0.206
1986,Kepler-245,b,Transit,4,7.49019000,0.071000,,,,,0.229
1987,Kepler-245,c,Transit,4,17.46081200,0.124000,,,,,0.194
1988,Kepler-245,d,Transit,4,36.27710800,0.202000,,,,,0.270
1989,Kepler-245,e,Transit,4,3.21982106,,,,,,0.156
1990,Kepler-246,b,Transit,2,4.60182000,0.052000,,,,,0.209
1991,Kepler-246,c,Transit,2,11.18716100,0.095000,,,,,0.134
1992,Kepler-247,b,Transit,3,3.33616000,0.042000,,,,,0.146
1993,Kepler-247,c,Transit,3,9.43945200,0.084000,,,,,0.365
1994,Kepler-247,d,Transit,3,20.47791200,0.140000,,,,,0.352
1995,Kepler-248,b,Transit,2,6.30820500,0.066000,,,,,0.269
1996,Kepler-248,c,Transit,2,16.23949400,0.123000,,,,,0.363
1997,Kepler-249,b,Transit,3,3.30653900,0.035000,,,,,0.097
1998,Kepler-249,c,Transit,3,7.11370200,0.058000,,,,,0.135
1999,Kepler-249,d,Transit,3,15.36845900,0.097000,,,,,0.140
2000,Kepler-25,b,Transit,3,6.23850000,,,,0.03020,Mass,0.242
2001,Kepler-25,c,Transit,3,12.72040000,,,,0.07740,Mass,0.464
2003,Kepler-250,b,Transit,3,4.14814100,0.048000,,,,,0.101
2004,Kepler-250,c,Transit,3,7.15680400,0.069000,,,,,0.203
2005,Kepler-250,d,Transit,3,17.64831200,0.127000,,,,,0.194
2006,Kepler-251,b,Transit,4,4.79093600,0.053000,,,,,0.119
2007,Kepler-251,c,Transit,4,16.51404300,0.122000,,,,,0.247
2008,Kepler-251,d,Transit,4,30.13300100,0.182000,,,,,0.247
2009,Kepler-251,e,Transit,4,99.64016100,0.404000,,,,,0.247
2010,Kepler-252,b,Transit,2,6.66839100,0.058000,,,,,0.110
2011,Kepler-252,c,Transit,2,10.84846300,0.080000,,,,,0.192
2012,Kepler-253,b,Transit,3,3.78398600,0.046000,,,,,0.145
2013,Kepler-253,c,Transit,3,10.28195100,0.089000,,,,,0.236
2014,Kepler-253,d,Transit,3,18.11986900,0.130000,,,,,0.283
2015,Kepler-254,b,Transit,3,5.82666200,0.064000,,,,,0.345
2016,Kepler-254,c,Transit,3,12.41218300,0.105000,,,,,0.192
2017,Kepler-254,d,Transit,3,18.74647700,0.139000,,,,,0.223
2018,Kepler-255,b,Transit,3,5.71460600,0.063000,,,,,0.138
2019,Kepler-255,c,Transit,3,9.94604700,0.092000,,,,,0.267
2020,Kepler-255,d,Transit,3,1.04562266,,,,,,0.118
2021,Kepler-256,b,Transit,4,1.62049300,0.027000,,,,,0.142
2022,Kepler-256,c,Transit,4,3.38802000,0.045000,,,,,0.192
